catalog_id,niche_id,niche_name,template_name,slug,page_type,conversion_objective,target_audience,primary_cta,section_sequence,required_controlled_nodes,required_future_nodes,required_editable_fields,visual_direction,thumbnail_strategy,structural_distinction_rationale,catalog_status
"TPL-668","27","Fotografia e Produção Audiovisual","Fotografia Mostra de Portfólio & Projetos","tpl-foto-galeria-portfolio-projetos","Website/Portfólio","Exibição Visual de Projetos Concluídos","Clientes de alto padrão avaliando qualidade estética e acabamento","Solicitar Projeto Semelhante","hero -> gallery_grid -> process -> contact -> footer","HeroBlock;ProcessBlock;ContactBlock;FooterBlock","GalleryGridBlock","headline,subheadline,gallery_images,project_categories,contact_info,copyright_text","Grelha masonry de alta resolução com lightbox interativo","Galeria visual de projetos com filtros por categoria","Demonstra a excelência técnica através do trabalho visualmente concluído.","blocked_by_node_registry"
"TPL-669","27","Fotografia e Produção Audiovisual","Fotografia Calculadora Interativa de Cotação","tpl-foto-simulador-calculadora-cotacao","Landing de Cotação","Estimativa Interativa em Tempo Real pelo Cliente","Clientes que desejam calcular o investimento aproximado","Enviar Resultado da Simulação","hero -> interactive_calculator -> form -> faq -> footer","HeroBlock;FormBlock;FaqBlock;FooterBlock","CalculatorBlock","headline,subheadline,calculator_fields,form_fields,faq_items,copyright_text","Sliders e seletores interativos com valor total calculado em tempo real","Calculadora interativa com controles deslizantes e resultado estimado","Engaja o utilizador permitindo simular o valor exato da sua necessidade.","blocked_by_node_registry"
"TPL-670","27","Fotografia e Produção Audiovisual","Fotografia Agendador com Calendário Ao Vivo","tpl-foto-calendario-agendamento-online","Landing de Marcações","Reserva Direta de Data e Horário em Agenda Integrada","Clientes que preferem selecionar o dia e hora no momento","Confirmar Data e Horário","hero -> booking_calendar -> testimonials -> footer","HeroBlock;TestimonialsBlock;FooterBlock","BookingCalendarBlock","headline,subheadline,available_slots,testimonials_list,copyright_text","Calendário interativo com escolha de horário em tempo real","Widget de calendário mensal com seleção de slots de horário","Elimina trocas de mensagens agendando a reunião/consulta diretamente.","blocked_by_node_registry"
"TPL-671","27","Fotografia e Produção Audiovisual","Fotografia Comparativo de Soluções B2B","tpl-foto-tabela-comparativa-recursos","Produto / Demo / Trial","Demonstração de Superioridade em Relação a Alternativas","Compradores B2B comparando concorrentes e funcionalidades","Escolher a Solução Líder","hero -> comparison_table -> benefits -> form -> footer","HeroBlock;BenefitsBlock;FormBlock;FooterBlock","ComparisonTableBlock","headline,subheadline,comparison_matrix,benefits_items,form_fields,copyright_text","Tabela comparativa com marcas de verificação (checkmarks) e destaques","Tabela comparativa matricial com a empresa destacada na 1ª coluna","Prova a vantagem competitiva de forma transparente através de matriz de recursos.","blocked_by_node_registry"
"TPL-672","27","Fotografia e Produção Audiovisual","Fotografia Catálogo Filtrável de Soluções","tpl-foto-catalogo-com-filtros-avancados","Website/Portfólio","Navegação por Granularidade de Nichos e Equipamentos","Clientes B2B buscando especificações técnicas detalhadas","Solicitar Ficha Técnica e Cotação","hero -> filtered_catalog -> contact -> footer","HeroBlock;ContactBlock;FooterBlock","FilteredCatalogBlock","headline,subheadline,catalog_items,filter_categories,contact_info,copyright_text","Filtros por categoria no topo e cartões com badges técnicos","Barra de filtros de produtos e grelha de resultados organizados","Facilita a busca em inventários extensos de serviços ou equipamentos.","blocked_by_node_registry"
"TPL-673","27","Fotografia e Produção Audiovisual","Fotografia Experiência Virtual & Espaço","tpl-foto-tour-virtual-galeria-360","Captação e Reserva","Apresentação Imersiva de Ambientes e Instalações","Noivas, organizadores de eventos e clientes de imobiliário","Agendar Visita Presencial","hero -> virtual_tour -> testimonials -> form -> footer","HeroBlock;TestimonialsBlock;FormBlock;FooterBlock","VirtualTourBlock","headline,subheadline,embed_tour_url,testimonials_list,form_fields,copyright_text","Visualizador panorâmico imersivo com botões de navegação","Preview de tour virtual 360 com ícone de navegação interativa","Encanta o cliente mostrando o espaço físico em alta definição antes da visita.","blocked_by_node_registry"
"TPL-674","27","Fotografia e Produção Audiovisual","Fotografia Linha do Tempo & Tradição","tpl-foto-linha-do-tempo-historica","Website Institucional","Demonstração de Tradição, Anos de Mercado e Milestones","Grandes contas corporativas buscando estabilidade e tradição","Falar com Nossa Gestão","hero -> timeline_history -> team -> contact -> footer","HeroBlock;TeamBlock;ContactBlock;FooterBlock","TimelineHistoryBlock","headline,subheadline,timeline_events,team_members,contact_info,copyright_text","Linha vertical cronológica com pontos de destaque históricos","Linha do tempo interativa marcando anos e conquistas da empresa","Transmite solidez e confiança comprovando anos de atuação no mercado.","blocked_by_node_registry"
"TPL-675","27","Fotografia e Produção Audiovisual","Fotografia Cardápio Interativo & Menus","tpl-foto-menu-degustacao-cardapio","Captação e Reserva","Apresentação de Opções de Menus e Buffets para Eventos","Organizadores de eventos e noivos escolhendo gastronomia","Solicitar Degustação do Cardápio","hero -> interactive_menu -> testimonials -> form -> footer","HeroBlock;TestimonialsBlock;FormBlock;FooterBlock","InteractiveMenuBlock","headline,subheadline,menu_categories,testimonials_list,form_fields,copyright_text","Abas organizadas por pratos (Entradas, Principais, Sobremesas) com fotos","Cardápio em abas estilizadas com imagens de gastronomia","Estimula o desejo gastronómico apresentando os menus de forma elegante.","blocked_by_node_registry"
"TPL-676","28","Catering e Buffet para Festas","Catering Direct Ads Express","tpl-buffet-ads-captura-rapida","Landing Page Direta","Captura Imediata de Leads Google/Meta Ads","Pacientes/clientes urgentes em busca de atendimento direto","Solicitar Atendimento Imediato","hero -> form -> benefits -> testimonials -> footer","HeroBlock;FormBlock;BenefitsBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,badge_text,form_fields,submit_button_text,benefits_list,testimonials_list,copyright_text","Clean responsivo com destaque para formulário de conversão direta","Renderização do formulário em topo claro e CTA com contraste","Foco exclusivo em conversão de fundo de funil com formulário acima da dobra e sem fuga.","pilot_eligible"
"TPL-677","28","Catering e Buffet para Festas","Catering Agendamento VIP","tpl-buffet-agendamento-consulta-vip","Landing de Marcações","Agendamento Direct de Primeira Consulta","Clientes qualificados procurando atendimento exclusivo","Agendar Consulta VIP","hero -> services -> process -> testimonials -> contact -> footer","HeroBlock;ServicesBlock;ProcessBlock;TestimonialsBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,badge_text,services_cards,process_steps,testimonials_list,contact_info,copyright_text","Tom premium com cartões espaçados e etapas do processo ilustradas","Hero com destaque de especialidades e botão de agendamento em destaque","Apresenta a jornada de atendimento passo a passo para gerar confiança no agendamento.","pilot_eligible"
"TPL-678","28","Catering e Buffet para Festas","Catering Institucional Autoridade","tpl-buffet-institucional-autoridade","Website Institucional","Construção de Autoridade de Marca e Apresentação de Equipa","Clientes corporativos e parceiros estratégicos","Conhecer Soluções da Empresa","hero -> about -> services -> team -> contact -> footer","HeroBlock;AboutBlock;ServicesBlock;TeamBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,story_text,stat_number,stat_label,services_cards,team_members,contact_info,copyright_text","Design corporativo sóbrio com tipografia forte e fotos da equipa","Preview da secção de história e griha de membros da equipa","Posiciona o negócio como líder de mercado através da história e equipa médica/profissional.","pilot_eligible"
"TPL-679","28","Catering e Buffet para Festas","Catering Cotação Express","tpl-buffet-cotacao-progressiva-express","Landing de Cotação","Solicitação de Orçamento com Dados Iniciais","Compradores buscando estimativa rápida de investimento","Pedir Orçamento Gratuito","hero -> benefits -> form -> faq -> footer","HeroBlock;BenefitsBlock;FormBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,benefits_items,form_fields,submit_button_text,faq_items,copyright_text","Foco em clareza de benefícios antes de expor os campos de orçamento","Captura destacando cartões de diferenciais e formulário de orçamento","Elimina objeções de preço respondendo perguntas frequentes antes do pedido de cotação.","pilot_eligible"
"TPL-680","28","Catering e Buffet para Festas","Catering Catálogo de Especialidades","tpl-buffet-procedimentos-especializados","Landing de Serviços","Apresentação Detalhada do Portfólio de Serviços","Público que procura soluções técnicas específicas","Consultar Especialista","hero -> services -> benefits -> process -> form -> footer","HeroBlock;ServicesBlock;BenefitsBlock;ProcessBlock;FormBlock;FooterBlock","NONE","headline,subheadline,services_cards,benefits_items,process_steps,form_fields,copyright_text","Grelha modular de serviços com ícones e marcadores técnicos","Visão geral do catálogo de serviços em grelha 3 colunas","Organiza serviços complexos de forma modular e clara para facilidade de navegação.","pilot_eligible"
"TPL-681","28","Catering e Buffet para Festas","Catering Casos & Prova Social","tpl-buffet-prova-social-intensa","Landing Page Direta","Conversão Baseada em Depoimentos e Prova de Confiança","Clientes indecisos que necessitam de validação de terceiros","Ver Resultados e Agendar","hero -> testimonials -> benefits -> faq -> contact -> footer","HeroBlock;TestimonialsBlock;BenefitsBlock;FaqBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,testimonials_list,benefits_items,faq_items,contact_info,copyright_text","Estilo visual focado em cartões de avaliações com estrelas e avatares","Secção Hero integrada com avaliações 5 estrelas em destaque","Utiliza o gatilho da prova social em posição de destaque máximo para quebrar desconfiança.","pilot_eligible"
"TPL-682","28","Catering e Buffet para Festas","Catering Diagnóstico Gratuito","tpl-buffet-diagnostico-inicial-gratuito","Landing Page Direta","Captação de Leads via Oferta de Diagnóstico sem Custo","Clientes em fase de descoberta que procuram avaliação inicial","Solicitar Diagnóstico sem Custo","hero -> process -> benefits -> form -> footer","HeroBlock;ProcessBlock;BenefitsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,process_steps,benefits_items,form_fields,copyright_text","Cores de alta energia e badges explicativos do diagnóstico","Hero com badge de Diagnóstico Gratuito e formulário em destaque","Reduz a barreira de entrada oferecendo uma avaliação sem compromisso financeiro.","pilot_eligible"
"TPL-683","28","Catering e Buffet para Festas","Catering Plantão & Atendimento Rápido","tpl-buffet-atendimento-urgencia-24h","Landing Page Direta","Conversão Urgente para Casos Imediatos","Público com necessidade urgente ou atendimento emergencial","Falar com Atendimento Rápido","hero -> contact -> services -> faq -> footer","HeroBlock;ContactBlock;ServicesBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,phone,email,address,services_cards,faq_items,copyright_text","Layout de alta visibilidade com botão telefónico/WhatsApp de destaque imediato","Hero com botões de contacto direto e mapa de localização rápida","Focado em resolução imediata com telefone e mapa acessíveis sem rolagem.","pilot_eligible"
"TPL-684","28","Catering e Buffet para Festas","Catering Guia de Esclarecimento & FAQ","tpl-buffet-duvidas-e-faq-interativo","Landing Educacional","Captação via Esclarecimento de Dúvidas Técnicas","Clientes que pesquisam objeções antes de contratar","Tirar Minha Dúvida com Especialista","hero -> faq -> benefits -> form -> footer","HeroBlock;FaqBlock;BenefitsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,faq_items,benefits_items,form_fields,copyright_text","Accordion limpo com boa legibilidade e tipografia contrastante","Secção de perguntas frequentes em destaque com busca visual","Resolve objeções complexas antecipadamente para converter tráfego qualificado.","pilot_eligible"
"TPL-685","28","Catering e Buffet para Festas","Catering Equipa & Corpo Clínico/Técnico","tpl-buffet-equipa-e-corpo-tecnico","Website Institucional","Apresentação de Credenciais e Especialistas","Clientes que escolhem profissionais por currículo e autoridade","Marcar com Nossos Especialistas","hero -> team -> about -> services -> contact -> footer","HeroBlock;TeamBlock;AboutBlock;ServicesBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,team_members,story_text,services_cards,contact_info,copyright_text","Grelha elegante de perfis profissionais com bios detalhadas","Cartões de equipa com fotos profissionais e bios curtas","Foco no fator humano e nas credenciais individuais da equipa para passar segurança.","pilot_eligible"
"TPL-686","28","Catering e Buffet para Festas","Catering Unidades & Mapa Local","tpl-buffet-localizacao-e-unidades","Landing Local","Atração de Clientes Locais por Proximidade Geográfica","Moradores/empresas da região geográfica de atendimento","Ver Rota e Agendar Visita","hero -> contact -> services -> testimonials -> footer","HeroBlock;ContactBlock;ServicesBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,google_maps_url,address,phone,services_cards,testimonials_list,copyright_text","Destaque visual para o mapa interativo e informações de endereço","Secção de contacto com mapa integrado e horários de funcionamento","Foco total em busca local e facilidade de localização geográfica.","pilot_eligible"
"TPL-687","28","Catering e Buffet para Festas","Catering Apresentação de Pacotes","tpl-buffet-pacotes-e-condicoes","Landing de Vendas","Conversão para Pacotes Estruturados de Serviços","Clientes interessados em combos e condições especiais","Escolher Meu Pacote","hero -> services -> benefits -> form -> faq -> footer","HeroBlock;ServicesBlock;BenefitsBlock;FormBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,services_cards,benefits_items,form_fields,faq_items,copyright_text","Grelha de pacotes com marcadores visuais do mais popular","Grelha de serviços formatada como cartões de pacotes","Facilita a decisão de compra agrupando serviços em ofertas claras.","pilot_eligible"
"TPL-688","28","Catering e Buffet para Festas","Catering Nossa História & Propósito","tpl-buffet-historia-e-proposito","Website Institucional","Conexão Emocional e Alinhamento de Valores","Clientes que valorizam a missão e reputação da empresa","Fazer Parte da Nossa História","hero -> about -> process -> team -> contact -> footer","HeroBlock;AboutBlock;ProcessBlock;TeamBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,story_text,stat_number,stat_label,process_steps,team_members,contact_info,copyright_text","Narrativa em linha do tempo com fotografias institucionais","Secção About com bloco de estatísticas e imagens de bastidores","Constrói lealdade de longo prazo mostrando a trajetória e propósito do negócio.","pilot_eligible"
"TPL-689","28","Catering e Buffet para Festas","Catering Jornada do Cliente","tpl-buffet-solucao-passo-a-passo","Landing Educacional","Desmistificar o Processo de Prestação do Serviço","Clientes receosos quanto à complexidade do serviço","Iniciar Minha Jornada","hero -> process -> services -> testimonials -> form -> footer","HeroBlock;ProcessBlock;ServicesBlock;TestimonialsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,process_steps,services_cards,testimonials_list,form_fields,copyright_text","Fluxo numérico progressivo (Passo 1, 2, 3) bem marcado","Infográfico do processo de 4 passos com conectores visuais","Reduz a ansiedade do cliente mostrando exatamente o que acontece em cada fase.","pilot_eligible"
"TPL-690","28","Catering e Buffet para Festas","Catering Oferta de Boas-Vindas","tpl-buffet-primeira-visita-especial","Landing Page Direta","Captação de Novos Clientes com Condição Especial","Público que nunca utilizou os serviços da empresa","Garantir Oferta de Boas-Vindas","hero -> benefits -> form -> testimonials -> footer","HeroBlock;BenefitsBlock;FormBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,badge_text,benefits_items,form_fields,testimonials_list,copyright_text","Badge destacado de oferta exclusiva no Hero","Hero com selo de Boas-Vindas e formulário de inscrição direta","Incentiva a experiência inicial através de um incentivo exclusivo para novos clientes.","pilot_eligible"
"TPL-691","28","Catering e Buffet para Festas","Catering Sales Page VSL Longa","tpl-buffet-vsl-video-sales-page","Sales Page Longa","Conversão via Vídeo de Vendas (VSL) e Pitch Estruturado","Leads de tráfego frio preparados por apresentação em vídeo","Garantir Vaga no Programa","hero_vsl -> benefits -> testimonials -> faq -> footer","BenefitsBlock;TestimonialsBlock;FaqBlock;FooterBlock","HeroVslBlock","headline,video_url,cta_primary_text,benefits_items,testimonials_list,faq_items,copyright_text","Container de vídeo centralizado com foco total na apresentação VSL","Player de vídeo VSL em topo escuro e botão CTA revelado abaixo","Focado em conversão audiovisual para infoprodutos e mentorias de alto valor.","blocked_by_node_registry"
"TPL-692","28","Catering e Buffet para Festas","Catering Planos & Tabela de Pricing","tpl-buffet-tabela-de-precos-saas","Produto / Demo / Trial","Seleção de Planos Mensais/Anuais e Free Trial","Decisores de compra avaliando pacotes e limites de software","Assinar Plano Selecionado","hero -> pricing_table -> benefits -> faq -> footer","HeroBlock;BenefitsBlock;FaqBlock;FooterBlock","PricingTableBlock","headline,subheadline,pricing_plans,features_comparison,faq_items,copyright_text","Cartões de preços comparativos com alternador Mensal/Anual","Grelha de 3 planos de preços com destaque para o plano recomendado","Transparência total de preços e funcionalidades para SaaS e assinaturas.","blocked_by_node_registry"
"TPL-693","28","Catering e Buffet para Festas","Catering Mostra de Portfólio & Projetos","tpl-buffet-galeria-portfolio-projetos","Website/Portfólio","Exibição Visual de Projetos Concluídos","Clientes de alto padrão avaliando qualidade estética e acabamento","Solicitar Projeto Semelhante","hero -> gallery_grid -> process -> contact -> footer","HeroBlock;ProcessBlock;ContactBlock;FooterBlock","GalleryGridBlock","headline,subheadline,gallery_images,project_categories,contact_info,copyright_text","Grelha masonry de alta resolução com lightbox interativo","Galeria visual de projetos com filtros por categoria","Demonstra a excelência técnica através do trabalho visualmente concluído.","blocked_by_node_registry"
"TPL-694","28","Catering e Buffet para Festas","Catering Calculadora Interativa de Cotação","tpl-buffet-simulador-calculadora-cotacao","Landing de Cotação","Estimativa Interativa em Tempo Real pelo Cliente","Clientes que desejam calcular o investimento aproximado","Enviar Resultado da Simulação","hero -> interactive_calculator -> form -> faq -> footer","HeroBlock;FormBlock;FaqBlock;FooterBlock","CalculatorBlock","headline,subheadline,calculator_fields,form_fields,faq_items,copyright_text","Sliders e seletores interativos com valor total calculado em tempo real","Calculadora interativa com controles deslizantes e resultado estimado","Engaja o utilizador permitindo simular o valor exato da sua necessidade.","blocked_by_node_registry"
"TPL-695","28","Catering e Buffet para Festas","Catering Agendador com Calendário Ao Vivo","tpl-buffet-calendario-agendamento-online","Landing de Marcações","Reserva Direta de Data e Horário em Agenda Integrada","Clientes que preferem selecionar o dia e hora no momento","Confirmar Data e Horário","hero -> booking_calendar -> testimonials -> footer","HeroBlock;TestimonialsBlock;FooterBlock","BookingCalendarBlock","headline,subheadline,available_slots,testimonials_list,copyright_text","Calendário interativo com escolha de horário em tempo real","Widget de calendário mensal com seleção de slots de horário","Elimina trocas de mensagens agendando a reunião/consulta diretamente.","blocked_by_node_registry"
"TPL-696","28","Catering e Buffet para Festas","Catering Comparativo de Soluções B2B","tpl-buffet-tabela-comparativa-recursos","Produto / Demo / Trial","Demonstração de Superioridade em Relação a Alternativas","Compradores B2B comparando concorrentes e funcionalidades","Escolher a Solução Líder","hero -> comparison_table -> benefits -> form -> footer","HeroBlock;BenefitsBlock;FormBlock;FooterBlock","ComparisonTableBlock","headline,subheadline,comparison_matrix,benefits_items,form_fields,copyright_text","Tabela comparativa com marcas de verificação (checkmarks) e destaques","Tabela comparativa matricial com a empresa destacada na 1ª coluna","Prova a vantagem competitiva de forma transparente através de matriz de recursos.","blocked_by_node_registry"
"TPL-697","28","Catering e Buffet para Festas","Catering Catálogo Filtrável de Soluções","tpl-buffet-catalogo-com-filtros-avancados","Website/Portfólio","Navegação por Granularidade de Nichos e Equipamentos","Clientes B2B buscando especificações técnicas detalhadas","Solicitar Ficha Técnica e Cotação","hero -> filtered_catalog -> contact -> footer","HeroBlock;ContactBlock;FooterBlock","FilteredCatalogBlock","headline,subheadline,catalog_items,filter_categories,contact_info,copyright_text","Filtros por categoria no topo e cartões com badges técnicos","Barra de filtros de produtos e grelha de resultados organizados","Facilita a busca em inventários extensos de serviços ou equipamentos.","blocked_by_node_registry"
"TPL-698","28","Catering e Buffet para Festas","Catering Experiência Virtual & Espaço","tpl-buffet-tour-virtual-galeria-360","Captação e Reserva","Apresentação Imersiva de Ambientes e Instalações","Noivas, organizadores de eventos e clientes de imobiliário","Agendar Visita Presencial","hero -> virtual_tour -> testimonials -> form -> footer","HeroBlock;TestimonialsBlock;FormBlock;FooterBlock","VirtualTourBlock","headline,subheadline,embed_tour_url,testimonials_list,form_fields,copyright_text","Visualizador panorâmico imersivo com botões de navegação","Preview de tour virtual 360 com ícone de navegação interativa","Encanta o cliente mostrando o espaço físico em alta definição antes da visita.","blocked_by_node_registry"
"TPL-699","28","Catering e Buffet para Festas","Catering Linha do Tempo & Tradição","tpl-buffet-linha-do-tempo-historica","Website Institucional","Demonstração de Tradição, Anos de Mercado e Milestones","Grandes contas corporativas buscando estabilidade e tradição","Falar com Nossa Gestão","hero -> timeline_history -> team -> contact -> footer","HeroBlock;TeamBlock;ContactBlock;FooterBlock","TimelineHistoryBlock","headline,subheadline,timeline_events,team_members,contact_info,copyright_text","Linha vertical cronológica com pontos de destaque históricos","Linha do tempo interativa marcando anos e conquistas da empresa","Transmite solidez e confiança comprovando anos de atuação no mercado.","blocked_by_node_registry"
"TPL-700","28","Catering e Buffet para Festas","Catering Cardápio Interativo & Menus","tpl-buffet-menu-degustacao-cardapio","Captação e Reserva","Apresentação de Opções de Menus e Buffets para Eventos","Organizadores de eventos e noivos escolhendo gastronomia","Solicitar Degustação do Cardápio","hero -> interactive_menu -> testimonials -> form -> footer","HeroBlock;TestimonialsBlock;FormBlock;FooterBlock","InteractiveMenuBlock","headline,subheadline,menu_categories,testimonials_list,form_fields,copyright_text","Abas organizadas por pratos (Entradas, Principais, Sobremesas) com fotos","Cardápio em abas estilizadas com imagens de gastronomia","Estimula o desejo gastronómico apresentando os menus de forma elegante.","blocked_by_node_registry"
"TPL-701","29","Hospedagem de Charme e Alojamento Local","Hospedagem Direct Ads Express","tpl-hotel-ads-captura-rapida","Landing Page Direta","Captura Imediata de Leads Google/Meta Ads","Pacientes/clientes urgentes em busca de atendimento direto","Solicitar Atendimento Imediato","hero -> form -> benefits -> testimonials -> footer","HeroBlock;FormBlock;BenefitsBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,badge_text,form_fields,submit_button_text,benefits_list,testimonials_list,copyright_text","Clean responsivo com destaque para formulário de conversão direta","Renderização do formulário em topo claro e CTA com contraste","Foco exclusivo em conversão de fundo de funil com formulário acima da dobra e sem fuga.","pilot_eligible"
"TPL-702","29","Hospedagem de Charme e Alojamento Local","Hospedagem Agendamento VIP","tpl-hotel-agendamento-consulta-vip","Landing de Marcações","Agendamento Direct de Primeira Consulta","Clientes qualificados procurando atendimento exclusivo","Agendar Consulta VIP","hero -> services -> process -> testimonials -> contact -> footer","HeroBlock;ServicesBlock;ProcessBlock;TestimonialsBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,badge_text,services_cards,process_steps,testimonials_list,contact_info,copyright_text","Tom premium com cartões espaçados e etapas do processo ilustradas","Hero com destaque de especialidades e botão de agendamento em destaque","Apresenta a jornada de atendimento passo a passo para gerar confiança no agendamento.","pilot_eligible"
"TPL-703","29","Hospedagem de Charme e Alojamento Local","Hospedagem Institucional Autoridade","tpl-hotel-institucional-autoridade","Website Institucional","Construção de Autoridade de Marca e Apresentação de Equipa","Clientes corporativos e parceiros estratégicos","Conhecer Soluções da Empresa","hero -> about -> services -> team -> contact -> footer","HeroBlock;AboutBlock;ServicesBlock;TeamBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,story_text,stat_number,stat_label,services_cards,team_members,contact_info,copyright_text","Design corporativo sóbrio com tipografia forte e fotos da equipa","Preview da secção de história e griha de membros da equipa","Posiciona o negócio como líder de mercado através da história e equipa médica/profissional.","pilot_eligible"
"TPL-704","29","Hospedagem de Charme e Alojamento Local","Hospedagem Cotação Express","tpl-hotel-cotacao-progressiva-express","Landing de Cotação","Solicitação de Orçamento com Dados Iniciais","Compradores buscando estimativa rápida de investimento","Pedir Orçamento Gratuito","hero -> benefits -> form -> faq -> footer","HeroBlock;BenefitsBlock;FormBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,benefits_items,form_fields,submit_button_text,faq_items,copyright_text","Foco em clareza de benefícios antes de expor os campos de orçamento","Captura destacando cartões de diferenciais e formulário de orçamento","Elimina objeções de preço respondendo perguntas frequentes antes do pedido de cotação.","pilot_eligible"
"TPL-705","29","Hospedagem de Charme e Alojamento Local","Hospedagem Catálogo de Especialidades","tpl-hotel-procedimentos-especializados","Landing de Serviços","Apresentação Detalhada do Portfólio de Serviços","Público que procura soluções técnicas específicas","Consultar Especialista","hero -> services -> benefits -> process -> form -> footer","HeroBlock;ServicesBlock;BenefitsBlock;ProcessBlock;FormBlock;FooterBlock","NONE","headline,subheadline,services_cards,benefits_items,process_steps,form_fields,copyright_text","Grelha modular de serviços com ícones e marcadores técnicos","Visão geral do catálogo de serviços em grelha 3 colunas","Organiza serviços complexos de forma modular e clara para facilidade de navegação.","pilot_eligible"
"TPL-706","29","Hospedagem de Charme e Alojamento Local","Hospedagem Casos & Prova Social","tpl-hotel-prova-social-intensa","Landing Page Direta","Conversão Baseada em Depoimentos e Prova de Confiança","Clientes indecisos que necessitam de validação de terceiros","Ver Resultados e Agendar","hero -> testimonials -> benefits -> faq -> contact -> footer","HeroBlock;TestimonialsBlock;BenefitsBlock;FaqBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,testimonials_list,benefits_items,faq_items,contact_info,copyright_text","Estilo visual focado em cartões de avaliações com estrelas e avatares","Secção Hero integrada com avaliações 5 estrelas em destaque","Utiliza o gatilho da prova social em posição de destaque máximo para quebrar desconfiança.","pilot_eligible"
"TPL-707","29","Hospedagem de Charme e Alojamento Local","Hospedagem Diagnóstico Gratuito","tpl-hotel-diagnostico-inicial-gratuito","Landing Page Direta","Captação de Leads via Oferta de Diagnóstico sem Custo","Clientes em fase de descoberta que procuram avaliação inicial","Solicitar Diagnóstico sem Custo","hero -> process -> benefits -> form -> footer","HeroBlock;ProcessBlock;BenefitsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,process_steps,benefits_items,form_fields,copyright_text","Cores de alta energia e badges explicativos do diagnóstico","Hero com badge de Diagnóstico Gratuito e formulário em destaque","Reduz a barreira de entrada oferecendo uma avaliação sem compromisso financeiro.","pilot_eligible"
"TPL-708","29","Hospedagem de Charme e Alojamento Local","Hospedagem Plantão & Atendimento Rápido","tpl-hotel-atendimento-urgencia-24h","Landing Page Direta","Conversão Urgente para Casos Imediatos","Público com necessidade urgente ou atendimento emergencial","Falar com Atendimento Rápido","hero -> contact -> services -> faq -> footer","HeroBlock;ContactBlock;ServicesBlock;FaqBlock;FooterBlock","NONE","headline,subheadline,phone,email,address,services_cards,faq_items,copyright_text","Layout de alta visibilidade com botão telefónico/WhatsApp de destaque imediato","Hero com botões de contacto direto e mapa de localização rápida","Focado em resolução imediata com telefone e mapa acessíveis sem rolagem.","pilot_eligible"
"TPL-709","29","Hospedagem de Charme e Alojamento Local","Hospedagem Guia de Esclarecimento & FAQ","tpl-hotel-duvidas-e-faq-interativo","Landing Educacional","Captação via Esclarecimento de Dúvidas Técnicas","Clientes que pesquisam objeções antes de contratar","Tirar Minha Dúvida com Especialista","hero -> faq -> benefits -> form -> footer","HeroBlock;FaqBlock;BenefitsBlock;FormBlock;FooterBlock","NONE","headline,subheadline,faq_items,benefits_items,form_fields,copyright_text","Accordion limpo com boa legibilidade e tipografia contrastante","Secção de perguntas frequentes em destaque com busca visual","Resolve objeções complexas antecipadamente para converter tráfego qualificado.","pilot_eligible"
"TPL-710","29","Hospedagem de Charme e Alojamento Local","Hospedagem Equipa & Corpo Clínico/Técnico","tpl-hotel-equipa-e-corpo-tecnico","Website Institucional","Apresentação de Credenciais e Especialistas","Clientes que escolhem profissionais por currículo e autoridade","Marcar com Nossos Especialistas","hero -> team -> about -> services -> contact -> footer","HeroBlock;TeamBlock;AboutBlock;ServicesBlock;ContactBlock;FooterBlock","NONE","headline,subheadline,team_members,story_text,services_cards,contact_info,copyright_text","Grelha elegante de perfis profissionais com bios detalhadas","Cartões de equipa com fotos profissionais e bios curtas","Foco no fator humano e nas credenciais individuais da equipa para passar segurança.","pilot_eligible"
"TPL-711","29","Hospedagem de Charme e Alojamento Local","Hospedagem Unidades & Mapa Local","tpl-hotel-localizacao-e-unidades","Landing Local","Atração de Clientes Locais por Proximidade Geográfica","Moradores/empresas da região geográfica de atendimento","Ver Rota e Agendar Visita","hero -> contact -> services -> testimonials -> footer","HeroBlock;ContactBlock;ServicesBlock;TestimonialsBlock;FooterBlock","NONE","headline,subheadline,google_maps_url,address,phone,services_cards,testimonials_list,copyright_text","Destaque visual para o mapa interativo e informações de endereço","Secção de contacto com mapa integrado e horários de funcionamento","Foco total em busca local e facilidade de localização geográfica.","pilot_eligible"
